r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.9113788202293841,0.9096745667722569,2.668061361171313,534.7671829081384,3.12961199196787e-266,10,-1268.9965732581625,2561.993146516325,2613.2902907712282,3701.646742027167,520,531
