vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
1,531,69.50028092416518,8.87750216356038,70.892,70.19529400286945,8.8956,44.834,84.56,39.726,-0.6461836685440744,-0.1506702510163933,0.38525077963461113
2,531,16666.753520655373,19882.712070589365,8971.61628736812,12749.241930290578,9771.658643128978,416.549337550587,151646.217415364,151229.6680778134,2.28174220696054,7.144279749483964,862.8362106051036
3,531,872.2259608024482,1594.335147270828,236.08114624,462.05913399188233,302.984368783026,4.47214985,11672.77050781,11668.29835796,2.9795047348127492,10.245033675980059,69.18825218721351
4,531,84.83939298711887,18.522450407823104,93.5449854553326,88.11396515439175,9.535629831999765,18.6823027003951,100,81.3176972996049,-1.2840198022351785,0.599981809373141,0.8038058824302688
5,531,28.13050847457627,26.31063440077328,17.9,24.010823529411766,19.422059999999995,1.5,123.9,122.4,1.2442445614047852,0.8838125554133263,1.141784279950425
6,531,9.061821249150348,1.2158590011821262,9.101821126933302,9.075775097495425,1.468568900100041,6.032004912095772,11.929305569946196,5.897300657850424,-0.08095708772862738,-0.7828782461522388,0.05276378642337774
