r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.8915010109650038,0.8906759235959163,2.9352743218068182,1080.4928597453095,4.885205200904671e-252,4,-1322.725802128897,2657.451604257794,2683.1001763852455,4531.929391079959,526,531
